Professions,Age,Sex,Initial Country of Qualifications,Year,Number of Practitioners
Osteopaths,65-74,Female,Not stated,2015 ,0
Osteopaths,75-99,Male,Australia,2015 ,8
Osteopaths,75-99,Male,Other overseas,2015 ,0
Osteopaths,75-99,Female,Australia,2015 ,0
Osteopaths,75-99,Female,Other overseas,2015 ,0
Pharmacists,20-34,Male,Australia,2015 ,3240
Pharmacists,20-34,Male,New Zealand,2015 ,89
Pharmacists,20-34,Male,Other overseas,2015 ,248
Pharmacists,20-34,Male,Not stated,2015 ,209
Pharmacists,20-34,Female,Australia,2015 ,6235
Pharmacists,20-34,Female,New Zealand,2015 ,143
Pharmacists,20-34,Female,Other overseas,2015 ,229
Pharmacists,20-34,Female,Not stated,2015 ,451
Pharmacists,35-44,Male,Australia,2015 ,1678
Pharmacists,35-44,Male,New Zealand,2015 ,61
Pharmacists,35-44,Male,Other overseas,2015 ,401
Pharmacists,35-44,Male,Not stated,2015 ,40
Pharmacists,35-44,Female,Australia,2015 ,2610
Pharmacists,35-44,Female,New Zealand,2015 ,72
Pharmacists,35-44,Female,Other overseas,2015 ,372
Pharmacists,35-44,Female,Not stated,2015 ,44
Pharmacists,45-54,Male,Australia,2015 ,1118
Pharmacists,45-54,Male,New Zealand,2015 ,51
Pharmacists,45-54,Male,Other overseas,2015 ,206
Pharmacists,45-54,Male,Not stated,2015 ,8
Pharmacists,45-54,Female,Australia,2015 ,1632
Pharmacists,45-54,Female,New Zealand,2015 ,62
Pharmacists,45-54,Female,Other overseas,2015 ,333
Pharmacists,45-54,Female,Not stated,2015 ,10
Pharmacists,55-64,Male,Australia,2015 ,943
Pharmacists,55-64,Male,New Zealand,2015 ,51
Pharmacists,55-64,Male,Other overseas,2015 ,159
Pharmacists,55-64,Male,Not stated,2015 ,10
Pharmacists,55-64,Female,Australia,2015 ,1088
Pharmacists,55-64,Female,New Zealand,2015 ,30
Pharmacists,55-64,Female,Other overseas,2015 ,178
Pharmacists,55-64,Female,Not stated,2015 ,5
Pharmacists,65-74,Male,Australia,2015 ,526
Pharmacists,65-74,Male,New Zealand,2015 ,22
Pharmacists,65-74,Male,Other overseas,2015 ,58
Pharmacists,65-74,Male,Not stated,2015 ,8
Pharmacists,65-74,Female,Australia,2015 ,252
Pharmacists,65-74,Female,New Zealand,2015 ,6
Pharmacists,65-74,Female,Other overseas,2015 ,39
Pharmacists,65-74,Female,Not stated,2015 ,7
Pharmacists,75-99,Male,Australia,2015 ,160
Pharmacists,75-99,Male,New Zealand,2015 ,4
Pharmacists,75-99,Male,Other overseas,2015 ,8
Pharmacists,75-99,Male,Not stated,2015 ,3
Pharmacists,75-99,Female,Australia,2015 ,35
Pharmacists,75-99,Female,Other overseas,2015 ,0
Physiotherapists,20-34,Male,Australia,2015 ,3254
Physiotherapists,20-34,Male,New Zealand,2015 ,155
Physiotherapists,20-34,Male,Other overseas,2015 ,151
Physiotherapists,20-34,Male,Not stated,2015 ,501
Physiotherapists,20-34,Female,Australia,2015 ,5831
Physiotherapists,20-34,Female,New Zealand,2015 ,272
Physiotherapists,20-34,Female,Other overseas,2015 ,466
Physiotherapists,20-34,Female,Not stated,2015 ,787
Physiotherapists,35-44,Male,Australia,2015 ,1699
Physiotherapists,35-44,Male,New Zealand,2015 ,66
Physiotherapists,35-44,Male,Other overseas,2015 ,221
Physiotherapists,35-44,Male,Not stated,2015 ,41
Physiotherapists,35-44,Female,Australia,2015 ,2618
Physiotherapists,35-44,Female,New Zealand,2015 ,93
Physiotherapists,35-44,Female,Other overseas,2015 ,497
Physiotherapists,35-44,Female,Not stated,2015 ,47
Physiotherapists,45-54,Male,Australia,2015 ,979
Physiotherapists,45-54,Male,New Zealand,2015 ,22
Physiotherapists,45-54,Male,Other overseas,2015 ,114
Physiotherapists,45-54,Male,Not stated,2015 ,17
Physiotherapists,45-54,Female,Australia,2015 ,2207
Physiotherapists,45-54,Female,New Zealand,2015 ,56
Physiotherapists,45-54,Female,Other overseas,2015 ,424
Physiotherapists,45-54,Female,Not stated,2015 ,20
Physiotherapists,55-64,Male,Australia,2015 ,518
Physiotherapists,55-64,Male,New Zealand,2015 ,13
Physiotherapists,55-64,Male,Other overseas,2015 ,62
Physiotherapists,55-64,Male,Not stated,2015 ,5
Physiotherapists,55-64,Female,Australia,2015 ,1611
Physiotherapists,55-64,Female,New Zealand,2015 ,45
Physiotherapists,55-64,Female,Other overseas,2015 ,280
Physiotherapists,55-64,Female,Not stated,2015 ,7
Physiotherapists,65-74,Male,Australia,2015 ,74
Physiotherapists,65-74,Male,New Zealand,2015 ,3
Physiotherapists,65-74,Male,Other overseas,2015 ,20
Physiotherapists,65-74,Male,Not stated,2015 ,0
Physiotherapists,65-74,Female,Australia,2015 ,278
Physiotherapists,65-74,Female,New Zealand,2015 ,4
Physiotherapists,65-74,Female,Other overseas,2015 ,77
Physiotherapists,65-74,Female,Not stated,2015 ,3
Physiotherapists,75-99,Male,Australia,2015 ,9
Physiotherapists,75-99,Male,New Zealand,2015 ,0
Physiotherapists,75-99,Male,Other overseas,2015 ,3
Physiotherapists,75-99,Male,Not stated,2015 ,0
Physiotherapists,75-99,Female,Australia,2015 ,26
Physiotherapists,75-99,Female,Other overseas,2015 ,3
Physiotherapists,75-99,Female,Not stated,2015 ,0
Podiatrists,20-34,Male,Australia,2015 ,607
Podiatrists,20-34,Male,New Zealand,2015 ,35
Podiatrists,20-34,Male,Other overseas,2015 ,26
Podiatrists,20-34,Male,Not stated,2015 ,91
Podiatrists,20-34,Female,Australia,2015 ,971
Podiatrists,20-34,Female,New Zealand,2015 ,45
Podiatrists,20-34,Female,Other overseas,2015 ,50
Podiatrists,20-34,Female,Not stated,2015 ,122
Podiatrists,35-44,Male,Australia,2015 ,395
Podiatrists,35-44,Male,New Zealand,2015 ,12
Podiatrists,35-44,Male,Other overseas,2015 ,38
Podiatrists,35-44,Male,Not stated,2015 ,8
Podiatrists,35-44,Female,Australia,2015 ,519
Podiatrists,35-44,Female,New Zealand,2015 ,14
Podiatrists,35-44,Female,Other overseas,2015 ,67
Podiatrists,35-44,Female,Not stated,2015 ,11
Podiatrists,45-54,Male,Australia,2015 ,243
Podiatrists,45-54,Male,New Zealand,2015 ,5
Podiatrists,45-54,Male,Other overseas,2015 ,38
Podiatrists,45-54,Male,Not stated,2015 ,5
Podiatrists,45-54,Female,Australia,2015 ,378
Podiatrists,45-54,Female,New Zealand,2015 ,11
Podiatrists,45-54,Female,Other overseas,2015 ,55
Podiatrists,45-54,Female,Not stated,2015 ,8
Podiatrists,55-64,Male,Australia,2015 ,113
Podiatrists,55-64,Male,New Zealand,2015 ,6
Podiatrists,55-64,Male,Other overseas,2015 ,22
Podiatrists,55-64,Male,Not stated,2015 ,3
Podiatrists,55-64,Female,Australia,2015 ,147
Podiatrists,55-64,Female,New Zealand,2015 ,7
Podiatrists,55-64,Female,Other overseas,2015 ,22
Podiatrists,55-64,Female,Not stated,2015 ,0
Podiatrists,65-74,Male,Australia,2015 ,17
Podiatrists,65-74,Male,Other overseas,2015 ,5
Podiatrists,65-74,Female,Australia,2015 ,17
Podiatrists,65-74,Female,Other overseas,2015 ,3
Podiatrists,75-99,Male,Other overseas,2015 ,0
Podiatrists,75-99,Female,Australia,2015 ,5
Podiatrists,75-99,Female,Other overseas,2015 ,3
Podiatrists,75-99,Female,Not stated,2015 ,3
Psychologists,20-34,Male,Australia,2015 ,698
Psychologists,20-34,Male,New Zealand,2015 ,6
Psychologists,20-34,Male,Other overseas,2015 ,12
Psychologists,20-34,Male,Not stated,2015 ,27
Psychologists,20-34,Female,Australia,2015 ,4237
Psychologists,20-34,Female,New Zealand,2015 ,41
Psychologists,20-34,Female,Other overseas,2015 ,125
Psychologists,20-34,Female,Not stated,2015 ,147
Psychologists,35-44,Male,Australia,2015 ,1109
Psychologists,35-44,Male,New Zealand,2015 ,26
Psychologists,35-44,Male,Other overseas,2015 ,83
Psychologists,35-44,Male,Not stated,2015 ,20
Psychologists,35-44,Female,Australia,2015 ,5216
Psychologists,35-44,Female,New Zealand,2015 ,57
Psychologists,35-44,Female,Other overseas,2015 ,354
Psychologists,35-44,Female,Not stated,2015 ,59
Psychologists,45-54,Male,Australia,2015 ,1057
Psychologists,45-54,Male,New Zealand,2015 ,13
Psychologists,45-54,Male,Other overseas,2015 ,118
Psychologists,45-54,Male,Not stated,2015 ,9
Psychologists,45-54,Female,Australia,2015 ,3777
Psychologists,45-54,Female,New Zealand,2015 ,41
Psychologists,45-54,Female,Other overseas,2015 ,355
Psychologists,45-54,Female,Not stated,2015 ,48
Psychologists,55-64,Male,Australia,2015 ,1200
Psychologists,55-64,Male,New Zealand,2015 ,23
Psychologists,55-64,Male,Other overseas,2015 ,148
Psychologists,55-64,Male,Not stated,2015 ,16
Psychologists,55-64,Female,Australia,2015 ,2991
Psychologists,55-64,Female,New Zealand,2015 ,34
Psychologists,55-64,Female,Other overseas,2015 ,254
Psychologists,55-64,Female,Not stated,2015 ,28
Psychologists,65-74,Male,Australia,2015 ,582
Psychologists,65-74,Male,New Zealand,2015 ,18
Psychologists,65-74,Male,Other overseas,2015 ,87
Psychologists,65-74,Male,Not stated,2015 ,10
Psychologists,65-74,Female,Australia,2015 ,1146
Psychologists,65-74,Female,New Zealand,2015 ,12
Psychologists,65-74,Female,Other overseas,2015 ,112
Psychologists,65-74,Female,Not stated,2015 ,12
Psychologists,75-99,Male,Australia,2015 ,57
Psychologists,75-99,Male,New Zealand,2015 ,0
Psychologists,75-99,Male,Other overseas,2015 ,18
Psychologists,75-99,Male,Not stated,2015 ,0
Psychologists,75-99,Female,Australia,2015 ,83
Psychologists,75-99,Female,New Zealand,2015 ,0
Psychologists,75-99,Female,Other overseas,2015 ,5
Psychologists,75-99,Female,Not stated,2015 ,0
ATSI Health Practitioners,20-34,Male,Not stated,2016 ,20
ATSI Health Practitioners,20-34,Female,Not stated,2016 ,64
ATSI Health Practitioners,35-44,Male,Not stated,2016 ,39
ATSI Health Practitioners,35-44,Female,Not stated,2016 ,78
ATSI Health Practitioners,45-54,Male,Not stated,2016 ,33
ATSI Health Practitioners,45-54,Female,Not stated,2016 ,121
ATSI Health Practitioners,55-64,Male,Not stated,2016 ,16
ATSI Health Practitioners,55-64,Female,Not stated,2016 ,89
ATSI Health Practitioners,65-74,Male,Not stated,2016 ,3
ATSI Health Practitioners,65-74,Female,Not stated,2016 ,11
ATSI Health Practitioners,75-99,Male,Not stated,2016 ,0
Chiropractors,20-34,Male,Australia,2016 ,682
Chiropractors,20-34,Male,New Zealand,2016 ,43
Chiropractors,20-34,Male,Other overseas,2016 ,20
Chiropractors,20-34,Male,Not stated,2016 ,56
Chiropractors,20-34,Female,Australia,2016 ,660
Chiropractors,20-34,Female,New Zealand,2016 ,40
Chiropractors,20-34,Female,Other overseas,2016 ,15
Chiropractors,20-34,Female,Not stated,2016 ,56
Chiropractors,35-44,Male,Australia,2016 ,703
Chiropractors,35-44,Male,New Zealand,2016 ,20
Chiropractors,35-44,Male,Other overseas,2016 ,59
Chiropractors,35-44,Male,Not stated,2016 ,8
Chiropractors,35-44,Female,Australia,2016 ,469
Chiropractors,35-44,Female,New Zealand,2016 ,10
Chiropractors,35-44,Female,Other overseas,2016 ,49
Chiropractors,35-44,Female,Not stated,2016 ,4
Chiropractors,45-54,Male,Australia,2016 ,531
Chiropractors,45-54,Male,New Zealand,2016 ,0
Chiropractors,45-54,Male,Other overseas,2016 ,88
Chiropractors,45-54,Male,Not stated,2016 ,8
Chiropractors,45-54,Female,Australia,2016 ,243
Chiropractors,45-54,Female,New Zealand,2016 ,5
Chiropractors,45-54,Female,Other overseas,2016 ,46
Chiropractors,45-54,Female,Not stated,2016 ,9
Chiropractors,55-64,Male,Australia,2016 ,348
Chiropractors,55-64,Male,New Zealand,2016 ,3
Chiropractors,55-64,Male,Other overseas,2016 ,80
Chiropractors,55-64,Male,Not stated,2016 ,3
Chiropractors,55-64,Female,Australia,2016 ,81
Chiropractors,55-64,Female,New Zealand,2016 ,0
Chiropractors,55-64,Female,Other overseas,2016 ,16
Chiropractors,55-64,Female,Not stated,2016 ,0
Chiropractors,65-74,Male,Australia,2016 ,100
Chiropractors,65-74,Male,Other overseas,2016 ,83
Chiropractors,65-74,Male,Not stated,2016 ,3
Chiropractors,65-74,Female,Australia,2016 ,13
Chiropractors,65-74,Female,New Zealand,2016 ,0
Chiropractors,65-74,Female,Other overseas,2016 ,0
Chiropractors,75-99,Male,Australia,2016 ,13
Chiropractors,75-99,Male,New Zealand,2016 ,3
Chiropractors,75-99,Male,Other overseas,2016 ,17
Chiropractors,75-99,Male,Not stated,2016 ,0
Chiropractors,75-99,Female,Australia,2016 ,3
Chiropractors,75-99,Female,Other overseas,2016 ,0
Chinese Medicine Practitioners,20-34,Male,Australia,2016 ,148
Chinese Medicine Practitioners,20-34,Male,New Zealand,2016 ,3
Chinese Medicine Practitioners,20-34,Male,Other overseas,2016 ,35
Chinese Medicine Practitioners,20-34,Male,Not stated,2016 ,0
Chinese Medicine Practitioners,20-34,Female,Australia,2016 ,236
Chinese Medicine Practitioners,20-34,Female,New Zealand,2016 ,7
Chinese Medicine Practitioners,20-34,Female,Other overseas,2016 ,44
Chinese Medicine Practitioners,20-34,Female,Not stated,2016 ,12
Chinese Medicine Practitioners,35-44,Male,Australia,2016 ,321
Chinese Medicine Practitioners,35-44,Male,New Zealand,2016 ,0
Chinese Medicine Practitioners,35-44,Male,Other overseas,2016 ,104
Chinese Medicine Practitioners,35-44,Male,Not stated,2016 ,9
Chinese Medicine Practitioners,35-44,Female,Australia,2016 ,528
Chinese Medicine Practitioners,35-44,Female,New Zealand,2016 ,3
Chinese Medicine Practitioners,35-44,Female,Other overseas,2016 ,121
Chinese Medicine Practitioners,35-44,Female,Not stated,2016 ,8
Chinese Medicine Practitioners,45-54,Male,Australia,2016 ,335
Chinese Medicine Practitioners,45-54,Male,New Zealand,2016 ,3
Chinese Medicine Practitioners,45-54,Male,Other overseas,2016 ,162
Chinese Medicine Practitioners,45-54,Male,Not stated,2016 ,9
Chinese Medicine Practitioners,45-54,Female,Australia,2016 ,389
Chinese Medicine Practitioners,45-54,Female,New Zealand,2016 ,0
Chinese Medicine Practitioners,45-54,Female,Other overseas,2016 ,170
Chinese Medicine Practitioners,45-54,Female,Not stated,2016 ,10
Chinese Medicine Practitioners,55-64,Male,Australia,2016 ,316
Chinese Medicine Practitioners,55-64,Male,New Zealand,2016 ,3
Chinese Medicine Practitioners,55-64,Male,Other overseas,2016 ,177
Chinese Medicine Practitioners,55-64,Male,Not stated,2016 ,5
Chinese Medicine Practitioners,55-64,Female,Australia,2016 ,299
Chinese Medicine Practitioners,55-64,Female,New Zealand,2016 ,4
Chinese Medicine Practitioners,55-64,Female,Other overseas,2016 ,165
Chinese Medicine Practitioners,55-64,Female,Not stated,2016 ,15
Chinese Medicine Practitioners,65-74,Male,Australia,2016 ,96
Chinese Medicine Practitioners,65-74,Male,New Zealand,2016 ,0
Chinese Medicine Practitioners,65-74,Male,Other overseas,2016 ,77
Chinese Medicine Practitioners,65-74,Male,Not stated,2016 ,3
Chinese Medicine Practitioners,65-74,Female,Australia,2016 ,83
Chinese Medicine Practitioners,65-74,Female,New Zealand,2016 ,0
Chinese Medicine Practitioners,65-74,Female,Other overseas,2016 ,30
Chinese Medicine Practitioners,65-74,Female,Not stated,2016 ,3
Chinese Medicine Practitioners,75-99,Male,Australia,2016 ,13
Chinese Medicine Practitioners,75-99,Male,Other overseas,2016 ,21
Chinese Medicine Practitioners,75-99,Male,Not stated,2016 ,0
Chinese Medicine Practitioners,75-99,Female,Australia,2016 ,6
Chinese Medicine Practitioners,75-99,Female,Other overseas,2016 ,11
Chinese Medicine Practitioners,75-99,Female,Not stated,2016 ,0
Dental Practitioners,20-34,Male,Australia,2016 ,1844
Dental Practitioners,20-34,Male,New Zealand,2016 ,91
Dental Practitioners,20-34,Male,Other overseas,2016 ,325
Dental Practitioners,20-34,Male,Not stated,2016 ,280
Dental Practitioners,20-34,Female,Australia,2016 ,3042
Dental Practitioners,20-34,Female,New Zealand,2016 ,137
Dental Practitioners,20-34,Female,Other overseas,2016 ,508
Dental Practitioners,20-34,Female,Not stated,2016 ,404
Dental Practitioners,35-44,Male,Australia,2016 ,1389
Dental Practitioners,35-44,Male,New Zealand,2016 ,124
Dental Practitioners,35-44,Male,Other overseas,2016 ,692
Dental Practitioners,35-44,Male,Not stated,2016 ,40
Dental Practitioners,35-44,Female,Australia,2016 ,1608
Dental Practitioners,35-44,Female,New Zealand,2016 ,123
Dental Practitioners,35-44,Female,Other overseas,2016 ,782
Dental Practitioners,35-44,Female,Not stated,2016 ,33
Dental Practitioners,45-54,Male,Australia,2016 ,1522
Dental Practitioners,45-54,Male,New Zealand,2016 ,61
Dental Practitioners,45-54,Male,Other overseas,2016 ,373
Dental Practitioners,45-54,Male,Not stated,2016 ,17
Dental Practitioners,45-54,Female,Australia,2016 ,1314
Dental Practitioners,45-54,Female,New Zealand,2016 ,50
Dental Practitioners,45-54,Female,Other overseas,2016 ,386
Dental Practitioners,45-54,Female,Not stated,2016 ,12
Dental Practitioners,55-64,Male,Australia,2016 ,1795
Dental Practitioners,55-64,Male,New Zealand,2016 ,60
Dental Practitioners,55-64,Male,Other overseas,2016 ,296
Dental Practitioners,55-64,Male,Not stated,2016 ,13
Dental Practitioners,55-64,Female,Australia,2016 ,858
Dental Practitioners,55-64,Female,New Zealand,2016 ,45
Dental Practitioners,55-64,Female,Other overseas,2016 ,168
Dental Practitioners,55-64,Female,Not stated,2016 ,3
Dental Practitioners,65-74,Male,Australia,2016 ,690
Dental Practitioners,65-74,Male,New Zealand,2016 ,37
Dental Practitioners,65-74,Male,Other overseas,2016 ,155
Dental Practitioners,65-74,Male,Not stated,2016 ,6
Dental Practitioners,65-74,Female,Australia,2016 ,59
Dental Practitioners,65-74,Female,New Zealand,2016 ,5
Dental Practitioners,65-74,Female,Other overseas,2016 ,36
Dental Practitioners,65-74,Female,Not stated,2016 ,3
Dental Practitioners,75-99,Male,Australia,2016 ,87
Dental Practitioners,75-99,Male,New Zealand,2016 ,4
Dental Practitioners,75-99,Male,Other overseas,2016 ,14
Dental Practitioners,75-99,Male,Not stated,2016 ,0
Dental Practitioners,75-99,Female,Australia,2016 ,0
Medical Practitioners,20-34,Male,Australia,2016 ,7922
Medical Practitioners,20-34,Male,New Zealand,2016 ,176
Medical Practitioners,20-34,Male,Other overseas,2016 ,1435
Medical Practitioners,20-34,Male,Not stated,2016 ,538
Medical Practitioners,20-34,Female,Australia,2016 ,9098
Medical Practitioners,20-34,Female,New Zealand,2016 ,180
Medical Practitioners,20-34,Female,Other overseas,2016 ,1649
Medical Practitioners,20-34,Female,Not stated,2016 ,497
Medical Practitioners,35-44,Male,Australia,2016 ,7072
Medical Practitioners,35-44,Male,New Zealand,2016 ,444
Medical Practitioners,35-44,Male,Other overseas,2016 ,5584
Medical Practitioners,35-44,Male,Not stated,2016 ,610
Medical Practitioners,35-44,Female,Australia,2016 ,6369
Medical Practitioners,35-44,Female,New Zealand,2016 ,314
Medical Practitioners,35-44,Female,Other overseas,2016 ,4073
Medical Practitioners,35-44,Female,Not stated,2016 ,370
Medical Practitioners,45-54,Male,Australia,2016 ,6979
Medical Practitioners,45-54,Male,New Zealand,2016 ,346
Medical Practitioners,45-54,Male,Other overseas,2016 ,4630
Medical Practitioners,45-54,Male,Not stated,2016 ,228
Medical Practitioners,45-54,Female,Australia,2016 ,4756
Medical Practitioners,45-54,Female,New Zealand,2016 ,200
Medical Practitioners,45-54,Female,Other overseas,2016 ,2916
Medical Practitioners,45-54,Female,Not stated,2016 ,104
Medical Practitioners,55-64,Male,Australia,2016 ,7377
Medical Practitioners,55-64,Male,New Zealand,2016 ,255
Medical Practitioners,55-64,Male,Other overseas,2016 ,2837
Medical Practitioners,55-64,Male,Not stated,2016 ,147
Medical Practitioners,55-64,Female,Australia,2016 ,3480
Medical Practitioners,55-64,Female,New Zealand,2016 ,103
Medical Practitioners,55-64,Female,Other overseas,2016 ,1461
Medical Practitioners,55-64,Female,Not stated,2016 ,46
Medical Practitioners,65-74,Male,Australia,2016 ,4184
Medical Practitioners,65-74,Male,New Zealand,2016 ,107
Medical Practitioners,65-74,Male,Other overseas,2016 ,1647
Medical Practitioners,65-74,Male,Not stated,2016 ,70
Medical Practitioners,65-74,Female,Australia,2016 ,823
Medical Practitioners,65-74,Female,New Zealand,2016 ,16
Medical Practitioners,65-74,Female,Other overseas,2016 ,475
Medical Practitioners,65-74,Female,Not stated,2016 ,13
Medical Practitioners,75-99,Male,Australia,2016 ,1073
Medical Practitioners,75-99,Male,New Zealand,2016 ,39
Medical Practitioners,75-99,Male,Other overseas,2016 ,479
Medical Practitioners,75-99,Male,Not stated,2016 ,31
Medical Practitioners,75-99,Female,Australia,2016 ,104
Medical Practitioners,75-99,Female,New Zealand,2016 ,3
Medical Practitioners,75-99,Female,Other overseas,2016 ,79
Medical Practitioners,75-99,Female,Not stated,2016 ,3
Medical Radiation Practitioners,20-34,Male,Australia,2016 ,1645
Medical Radiation Practitioners,20-34,Male,New Zealand,2016 ,18
Medical Radiation Practitioners,20-34,Male,Other overseas,2016 ,39
Medical Radiation Practitioners,20-34,Male,Not stated,2016 ,121
Medical Radiation Practitioners,20-34,Female,Australia,2016 ,3417
Medical Radiation Practitioners,20-34,Female,New Zealand,2016 ,131
Medical Radiation Practitioners,20-34,Female,Other overseas,2016 ,149
Medical Radiation Practitioners,20-34,Female,Not stated,2016 ,292
Medical Radiation Practitioners,35-44,Male,Australia,2016 ,993
Medical Radiation Practitioners,35-44,Male,New Zealand,2016 ,27
Medical Radiation Practitioners,35-44,Male,Other overseas,2016 ,90
Medical Radiation Practitioners,35-44,Male,Not stated,2016 ,21
Medical Radiation Practitioners,35-44,Female,Australia,2016 ,1740
Medical Radiation Practitioners,35-44,Female,New Zealand,2016 ,73
Medical Radiation Practitioners,35-44,Female,Other overseas,2016 ,241
Medical Radiation Practitioners,35-44,Female,Not stated,2016 ,27
Medical Radiation Practitioners,45-54,Male,Australia,2016 ,627
Medical Radiation Practitioners,45-54,Male,New Zealand,2016 ,23
Medical Radiation Practitioners,45-54,Male,Other overseas,2016 ,120
Medical Radiation Practitioners,45-54,Male,Not stated,2016 ,11
Medical Radiation Practitioners,45-54,Female,Australia,2016 ,992
Medical Radiation Practitioners,45-54,Female,New Zealand,2016 ,93
Medical Radiation Practitioners,45-54,Female,Other overseas,2016 ,339
Medical Radiation Practitioners,45-54,Female,Not stated,2016 ,11
Medical Radiation Practitioners,55-64,Male,Australia,2016 ,463
Medical Radiation Practitioners,55-64,Male,New Zealand,2016 ,20
Medical Radiation Practitioners,55-64,Male,Other overseas,2016 ,87
Medical Radiation Practitioners,55-64,Male,Not stated,2016 ,3
Medical Radiation Practitioners,55-64,Female,Australia,2016 ,726
Medical Radiation Practitioners,55-64,Female,New Zealand,2016 ,59
Medical Radiation Practitioners,55-64,Female,Other overseas,2016 ,286
Medical Radiation Practitioners,55-64,Female,Not stated,2016 ,7
Medical Radiation Practitioners,65-74,Male,Australia,2016 ,56
Medical Radiation Practitioners,65-74,Male,New Zealand,2016 ,5
Medical Radiation Practitioners,65-74,Male,Other overseas,2016 ,28
Medical Radiation Practitioners,65-74,Male,Not stated,2016 ,0
Medical Radiation Practitioners,65-74,Female,Australia,2016 ,101
Medical Radiation Practitioners,65-74,Female,New Zealand,2016 ,10
Medical Radiation Practitioners,65-74,Female,Other overseas,2016 ,54
Medical Radiation Practitioners,65-74,Female,Not stated,2016 ,0
Medical Radiation Practitioners,75-99,Male,Australia,2016 ,6
Medical Radiation Practitioners,75-99,Male,Other overseas,2016 ,0
Medical Radiation Practitioners,75-99,Female,Australia,2016 ,3
Medical Radiation Practitioners,75-99,Female,New Zealand,2016 ,0
Medical Radiation Practitioners,75-99,Female,Other overseas,2016 ,0
Nurses and Midwives,20-34,Male,Not stated,2016 ,10206
Nurses and Midwives,20-34,Female,Not stated,2016 ,75664
Nurses and Midwives,20-34,Not stated,Not stated,2016 ,0
Nurses and Midwives,35-44,Male,Not stated,2016 ,8590
Nurses and Midwives,35-44,Female,Not stated,2016 ,59606
Nurses and Midwives,45-54,Male,Not stated,2016 ,8268
Nurses and Midwives,45-54,Female,Not stated,2016 ,72485
Nurses and Midwives,55-64,Male,Not stated,2016 ,6245
Nurses and Midwives,55-64,Female,Not stated,2016 ,62650
Nurses and Midwives,65-74,Male,Not stated,2016 ,870
Nurses and Midwives,65-74,Female,Not stated,2016 ,10235
Nurses and Midwives,75-99,Male,Not stated,2016 ,24
Nurses and Midwives,75-99,Female,Not stated,2016 ,321
Occupational Therapists,20-34,Male,Australia,2016 ,647
Occupational Therapists,20-34,Male,New Zealand,2016 ,10
Occupational Therapists,20-34,Male,Other overseas,2016 ,14
Occupational Therapists,20-34,Male,Not stated,2016 ,89
Occupational Therapists,20-34,Female,Australia,2016 ,6291
Occupational Therapists,20-34,Female,New Zealand,2016 ,102
Occupational Therapists,20-34,Female,Other overseas,2016 ,180
Occupational Therapists,20-34,Female,Not stated,2016 ,682
Occupational Therapists,35-44,Male,Australia,2016 ,351
Occupational Therapists,35-44,Male,New Zealand,2016 ,10
Occupational Therapists,35-44,Male,Other overseas,2016 ,43
Occupational Therapists,35-44,Male,Not stated,2016 ,3
Occupational Therapists,35-44,Female,Australia,2016 ,3221
Occupational Therapists,35-44,Female,New Zealand,2016 ,45
Occupational Therapists,35-44,Female,Other overseas,2016 ,298
Occupational Therapists,35-44,Female,Not stated,2016 ,46
Occupational Therapists,45-54,Male,Australia,2016 ,163
Occupational Therapists,45-54,Male,New Zealand,2016 ,9
Occupational Therapists,45-54,Male,Other overseas,2016 ,29
Occupational Therapists,45-54,Male,Not stated,2016 ,4
Occupational Therapists,45-54,Female,Australia,2016 ,2045
Occupational Therapists,45-54,Female,New Zealand,2016 ,50
Occupational Therapists,45-54,Female,Other overseas,2016 ,216
Occupational Therapists,45-54,Female,Not stated,2016 ,24
Occupational Therapists,55-64,Male,Australia,2016 ,58
Occupational Therapists,55-64,Male,New Zealand,2016 ,0
Occupational Therapists,55-64,Male,Other overseas,2016 ,22
Occupational Therapists,55-64,Male,Not stated,2016 ,0
Occupational Therapists,55-64,Female,Australia,2016 ,964
Occupational Therapists,55-64,Female,New Zealand,2016 ,29
Occupational Therapists,55-64,Female,Other overseas,2016 ,106
Occupational Therapists,55-64,Female,Not stated,2016 ,7
Occupational Therapists,65-74,Male,Australia,2016 ,6
Occupational Therapists,65-74,Male,New Zealand,2016 ,0
Occupational Therapists,65-74,Male,Other overseas,2016 ,5
Occupational Therapists,65-74,Female,Australia,2016 ,125
Occupational Therapists,65-74,Female,New Zealand,2016 ,6
Occupational Therapists,65-74,Female,Other overseas,2016 ,20
Occupational Therapists,65-74,Female,Not stated,2016 ,0
Occupational Therapists,75-99,Female,Australia,2016 ,4
Optometrists,20-34,Male,Australia,2016 ,456
Optometrists,20-34,Male,New Zealand,2016 ,72
Optometrists,20-34,Male,Other overseas,2016 ,22
Optometrists,20-34,Male,Not stated,2016 ,28
Optometrists,20-34,Female,Australia,2016 ,901
Optometrists,20-34,Female,New Zealand,2016 ,101
Optometrists,20-34,Female,Other overseas,2016 ,30
Optometrists,20-34,Female,Not stated,2016 ,72
Optometrists,35-44,Male,Australia,2016 ,396
Optometrists,35-44,Male,New Zealand,2016 ,27
Optometrists,35-44,Male,Other overseas,2016 ,51
Optometrists,35-44,Male,Not stated,2016 ,3
Optometrists,35-44,Female,Australia,2016 ,551
Optometrists,35-44,Female,New Zealand,2016 ,46
Optometrists,35-44,Female,Other overseas,2016 ,62
Optometrists,35-44,Female,Not stated,2016 ,3
